gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Family,OnlineService,StreamingService,FullService,security,backup,protect,support,InsuranceServices
Male,1,Yes,No,66,Yes,2,Fiber optic,1,2,2,2,2,2,1,Yes,Bank transfer,107.35,705195.0,0,0,0,1,0,0,1,1,1,3
Female,0,Yes,No,26,No,0,DSL,2,2,2,1,2,1,1,No,Bank transfer,47.85,119050.0,0,0,1,0,0,1,1,1,0,3
Male,0,Yes,No,63,Yes,1,DSL,2,2,1,2,2,1,1,No,Credit card,70.8,444880.0,0,0,1,0,0,1,1,0,1,3
Male,0,No,No,10,No,0,DSL,1,1,2,1,1,1,0,No,Mailed check,29.5,25525.0,1,0,0,0,0,0,0,1,0,1
Female,0,No,No,2,Yes,1,DSL,2,1,1,1,2,2,0,Yes,Electronic check,70.75,14690.0,1,0,0,1,0,1,0,0,0,1
Male,1,Yes,No,18,Yes,1,DSL,2,1,1,1,1,2,0,Yes,Credit card,59.1,101105.0,0,0,0,0,0,1,0,0,0,1
Female,0,Yes,No,64,Yes,2,No,0,0,0,0,0,0,2,No,Mailed check,25.55,171495.0,0,0,0,0,0,0,0,0,0,0
Female,1,No,No,9,Yes,2,Fiber optic,1,1,1,1,1,2,0,Yes,Electronic check,84.45,76250.0,1,0,0,0,0,0,0,0,0,0
Female,0,No,Yes,28,Yes,1,No,0,0,0,0,0,0,0,No,Mailed check,20.25,53535.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,1,Yes,1,Fiber optic,1,1,2,1,1,1,0,No,Electronic check,75.55,7555.0,0,0,0,0,0,0,0,1,0,1
Male,0,No,No,4,Yes,2,Fiber optic,1,1,1,1,1,2,0,Yes,Electronic check,85.65,33890.0,1,0,0,0,0,0,0,0,0,0
Male,1,No,No,38,Yes,1,DSL,1,2,2,2,2,1,1,Yes,Credit card,70.15,249735.0,1,0,0,0,0,0,1,1,1,3
Male,0,Yes,No,66,Yes,2,Fiber optic,1,2,2,1,1,2,1,No,Electronic check,95.3,627340.0,0,0,0,0,0,0,1,1,0,2
Female,0,No,No,1,Yes,1,Fiber optic,1,1,1,1,1,1,0,Yes,Electronic check,70.25,7025.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,No,18,Yes,1,DSL,1,1,1,2,1,1,0,Yes,Mailed check,50.3,90875.0,0,0,0,0,0,0,0,0,1,1
Male,1,No,No,51,Yes,2,Fiber optic,1,1,2,1,2,2,0,Yes,Electronic check,97.8,491330.0,1,0,0,1,0,0,0,1,0,1
Male,0,Yes,Yes,0,Yes,1,No,0,0,0,0,0,0,2,No,Mailed check,19.85,,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,1,Yes,1,DSL,1,1,1,1,1,1,0,No,Mailed check,46.3,4630.0,1,0,0,0,0,0,0,0,0,0
Male,0,No,Yes,12,Yes,1,No,0,0,0,0,0,0,2,No,Bank transfer,19.35,21230.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,41,Yes,2,Fiber optic,1,2,2,1,2,2,0,Yes,Electronic check,106.3,444345.0,1,0,0,1,0,0,1,1,0,2
Male,0,No,No,12,Yes,2,No,0,0,0,0,0,0,0,No,Electronic check,25.0,31620.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,Yes,55,Yes,1,No,0,0,0,0,0,0,2,No,Mailed check,20.3,107905.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,7,Yes,2,Fiber optic,1,1,1,1,1,1,0,Yes,Electronic check,75.35,56465.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,12,Yes,1,Fiber optic,1,1,2,2,1,2,0,Yes,Electronic check,89.4,109565.0,1,0,0,0,0,0,0,1,1,2
Female,0,Yes,Yes,68,Yes,2,DSL,2,2,2,2,2,2,2,No,Credit card,88.0,616190.0,0,0,1,1,1,1,1,1,1,4
Female,1,No,No,5,Yes,2,Fiber optic,1,1,1,1,2,1,0,Yes,Credit card,83.15,44605.0,1,0,0,0,0,0,0,0,0,0
Female,1,No,No,49,Yes,1,DSL,1,1,1,1,1,1,0,No,Mailed check,43.8,210605.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,40,No,0,DSL,2,2,2,1,2,2,1,No,Credit card,62.05,251155.0,0,0,1,1,1,1,1,1,0,3
Female,0,No,No,16,Yes,1,No,0,0,0,0,0,0,1,No,Bank transfer,20.1,31860.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,10,Yes,2,Fiber optic,1,1,1,1,1,1,0,Yes,Mailed check,74.15,81180.0,1,0,0,0,0,0,0,0,0,0
Female,0,Yes,No,72,Yes,2,Fiber optic,1,2,2,1,2,2,1,Yes,Electronic check,101.35,732315.0,0,0,0,1,0,0,1,1,0,2
Female,1,No,No,2,Yes,2,Fiber optic,1,1,1,1,1,2,0,Yes,Electronic check,84.05,18605.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,Yes,23,Yes,1,No,0,0,0,0,0,0,2,No,Mailed check,20.9,45400.0,0,0,0,0,0,0,0,0,0,0
Female,1,No,No,71,Yes,2,Fiber optic,1,2,2,1,2,2,1,Yes,Electronic check,105.9,752195.0,0,0,0,1,0,0,1,1,0,2
Female,0,Yes,No,11,Yes,2,Fiber optic,1,1,2,1,2,2,0,Yes,Electronic check,99.5,105695.0,1,0,0,1,0,0,0,1,0,1
Male,0,No,No,1,Yes,1,DSL,1,1,1,1,1,1,0,Yes,Mailed check,44.15,4415.0,1,0,0,0,0,0,0,0,0,0
Female,0,No,No,16,Yes,1,DSL,1,2,1,2,1,1,0,Yes,Mailed check,53.9,83415.0,1,0,0,0,0,0,1,0,1,2
Female,0,No,No,1,Yes,2,Fiber optic,1,1,1,1,1,2,0,Yes,Mailed check,85.45,8545.0,1,0,0,0,0,0,0,0,0,0
Male,0,Yes,No,12,Yes,1,Fiber optic,1,2,1,1,1,2,0,Yes,Credit card,85.05,99980.0,0,0,0,0,0,0,1,0,0,1
Female,0,No,No,54,No,0,DSL,2,1,1,2,1,2,1,No,Bank transfer,44.1,236970.0,0,0,0,0,0,1,0,0,1,2
Female,0,Yes,No,68,Yes,2,Fiber optic,1,2,2,2,1,1,2,No,Credit card,90.2,629765.0,0,0,0,0,0,0,1,1,1,3
Female,0,Yes,Yes,4,Yes,2,DSL,1,1,1,1,1,1,0,No,Mailed check,50.85,23955.0,1,0,0,0,0,0,0,0,0,0
Female,0,No,Yes,1,Yes,1,DSL,1,1,2,1,1,2,0,No,Electronic check,59.2,5920.0,1,0,0,0,0,0,0,1,0,1
Male,0,No,No,27,Yes,1,DSL,2,1,1,2,1,1,0,No,Mailed check,53.45,146145.0,0,0,0,0,0,1,0,0,1,2
Male,0,No,No,21,Yes,1,No,0,0,0,0,0,0,0,Yes,Mailed check,19.95,41640.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,13,Yes,1,Fiber optic,1,1,2,1,2,1,0,Yes,Electronic check,83.2,106060.0,1,0,0,0,0,0,0,1,0,1
Female,1,No,No,64,Yes,2,DSL,1,2,2,2,1,2,0,No,Credit card,74.65,486935.0,0,0,0,0,0,0,1,1,1,3
Female,0,No,No,1,Yes,1,DSL,2,2,1,1,1,1,0,Yes,Electronic check,54.9,5490.0,1,0,1,0,0,1,1,0,0,2
Male,0,Yes,No,57,No,0,DSL,1,2,2,2,2,2,2,Yes,Bank transfer,57.5,326595.0,0,0,0,1,0,0,1,1,1,3
Female,0,Yes,No,21,Yes,2,Fiber optic,2,1,2,1,2,2,0,Yes,Electronic check,103.9,225420.0,1,0,0,1,0,1,0,1,0,2
Male,0,No,No,19,Yes,1,No,0,0,0,0,0,0,2,No,Mailed check,19.65,35815.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,No,31,Yes,1,Fiber optic,1,1,2,1,2,2,1,Yes,Electronic check,93.8,293980.0,0,0,0,1,0,0,0,1,0,1
Male,0,No,No,52,Yes,2,DSL,2,2,2,2,2,2,2,Yes,Mailed check,89.25,465240.0,0,0,1,1,1,1,1,1,1,4
Female,0,No,No,46,Yes,2,Fiber optic,1,2,2,1,1,2,1,Yes,Electronic check,94.15,440845.0,0,0,0,0,0,0,1,1,0,2
Female,1,No,No,11,Yes,2,DSL,2,1,1,1,1,1,0,Yes,Electronic check,55.6,58080.0,0,0,0,0,0,1,0,0,0,1
Female,0,Yes,Yes,53,No,0,DSL,2,2,2,1,1,2,0,Yes,Bank transfer,48.7,249520.0,0,0,1,0,0,1,1,1,0,3
Female,0,Yes,Yes,11,Yes,1,No,0,0,0,0,0,0,0,Yes,Mailed check,19.25,18030.0,1,0,0,0,0,0,0,0,0,0
Male,1,No,No,57,Yes,2,Fiber optic,1,2,1,2,2,2,0,Yes,Bank transfer,104.9,591395.0,0,0,0,1,0,0,1,0,1,2
Female,1,No,No,2,Yes,2,Fiber optic,1,1,1,1,1,1,0,Yes,Mailed check,75.45,15840.0,1,0,0,0,0,0,0,0,0,0
Female,1,No,No,2,Yes,1,DSL,2,2,1,1,1,1,0,No,Mailed check,54.85,10420.0,1,0,1,0,0,1,1,0,0,2
Female,0,Yes,Yes,71,Yes,1,No,0,0,0,0,0,0,2,No,Bank transfer,19.9,138935.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,Yes,1,Yes,1,No,0,0,0,0,0,0,0,Yes,Mailed check,19.4,1940.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,No,68,Yes,2,No,0,0,0,0,0,0,2,No,Credit card,25.05,162920.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,No,72,Yes,1,DSL,2,2,2,2,2,2,2,No,Mailed check,84.45,603310.0,0,0,1,1,1,1,1,1,1,4
Female,0,No,No,2,Yes,1,No,0,0,0,0,0,0,0,No,Mailed check,19.3,4440.0,0,0,0,0,0,0,0,0,0,0
Male,1,Yes,No,1,Yes,2,Fiber optic,1,1,1,1,2,2,0,Yes,Electronic check,95.1,9510.0,1,0,0,1,0,0,0,0,0,0
Female,0,No,No,41,Yes,1,DSL,2,1,2,2,2,2,1,Yes,Bank transfer,79.85,332075.0,0,0,0,1,0,1,0,1,1,3
Male,0,Yes,Yes,72,Yes,2,No,0,0,0,0,0,0,2,No,Credit card,25.55,186770.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,No,6,Yes,2,Fiber optic,1,1,1,1,1,1,0,Yes,Electronic check,75.5,43800.0,1,0,0,0,0,0,0,0,0,0
Female,0,Yes,Yes,4,Yes,1,Fiber optic,1,1,2,1,1,1,0,Yes,Electronic check,73.75,32545.0,1,0,0,0,0,0,0,1,0,1
Male,0,No,No,12,Yes,2,Fiber optic,1,1,1,1,2,2,0,Yes,Electronic check,96.05,114810.0,1,0,0,1,0,0,0,0,0,0
Female,0,Yes,No,58,Yes,2,DSL,2,1,1,2,1,2,1,Yes,Electronic check,68.4,397225.0,0,0,0,0,0,1,0,0,1,2
Female,0,No,No,7,Yes,1,No,0,0,0,0,0,0,0,No,Mailed check,20.65,15590.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,No,65,Yes,1,DSL,2,1,2,1,1,1,0,Yes,Mailed check,55.15,367315.0,0,0,0,0,0,1,0,1,0,2
Male,0,No,No,1,Yes,1,Fiber optic,1,1,1,1,1,1,0,Yes,Mailed check,70.6,7060.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,No,56,Yes,1,No,0,0,0,0,0,0,1,No,Credit card,19.95,112675.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,4,Yes,1,No,0,0,0,0,0,0,0,No,Mailed check,19.0,7345.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,Yes,58,Yes,1,DSL,1,1,1,1,1,1,1,Yes,Mailed check,44.1,241305.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,No,62,Yes,2,Fiber optic,1,1,2,2,2,2,2,Yes,Bank transfer,107.6,691270.0,0,0,0,1,0,0,0,1,1,2
Male,0,No,No,26,Yes,2,DSL,2,2,1,1,1,1,1,No,Electronic check,61.55,158195.0,0,0,1,0,0,1,1,0,0,2
Male,0,No,No,62,Yes,2,Fiber optic,2,2,2,1,1,1,0,No,Bank transfer,90.7,558645.0,0,0,1,0,0,1,1,1,0,3
Female,0,Yes,Yes,58,Yes,1,Fiber optic,2,2,1,1,2,2,1,No,Credit card,99.25,584665.0,0,0,1,1,1,1,1,0,0,2
Female,0,Yes,No,68,Yes,2,DSL,2,2,2,2,2,2,2,Yes,Electronic check,91.7,642470.0,0,0,1,1,1,1,1,1,1,4
Female,0,Yes,Yes,61,Yes,2,Fiber optic,2,2,2,1,1,2,1,Yes,Credit card,100.7,601865.0,0,0,1,0,0,1,1,1,0,3
Female,0,No,No,42,Yes,2,DSL,1,1,2,2,2,2,2,Yes,Credit card,78.45,337340.0,0,0,0,1,0,0,0,1,1,2
Male,0,No,No,18,Yes,2,Fiber optic,1,1,1,1,2,1,0,No,Bank transfer,84.3,153790.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,56,Yes,1,No,0,0,0,0,0,0,2,Yes,Bank transfer,19.55,108055.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,4,Yes,2,Fiber optic,1,2,1,1,1,2,0,Yes,Electronic check,88.95,35520.0,1,0,0,0,0,0,1,0,0,1
Female,0,No,No,4,Yes,1,No,0,0,0,0,0,0,0,No,Credit card,20.45,8285.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,Yes,35,Yes,1,DSL,2,2,1,1,1,1,1,No,Credit card,55.6,201645.0,0,0,1,0,0,1,1,0,0,2
Female,0,Yes,Yes,64,Yes,2,Fiber optic,2,1,1,2,1,1,0,Yes,Bank transfer,86.8,532725.0,0,0,0,0,0,1,0,0,1,2
Female,0,No,No,31,Yes,1,No,0,0,0,0,0,0,1,No,Mailed check,20.95,68325.0,0,0,0,0,0,0,0,0,0,0
Female,1,Yes,No,67,Yes,1,No,0,0,0,0,0,0,2,Yes,Bank transfer,20.05,126305.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,4,Yes,1,DSL,1,2,1,1,1,1,0,No,Credit card,50.7,15130.0,1,0,0,0,0,0,1,0,0,1
Female,1,Yes,No,70,Yes,2,Fiber optic,2,2,2,2,2,2,2,Yes,Electronic check,113.65,771465.0,0,0,1,1,1,1,1,1,1,4
Male,0,No,No,3,Yes,1,DSL,1,1,1,1,2,1,0,No,Credit card,53.4,18870.0,1,0,0,0,0,0,0,0,0,0
Male,1,Yes,No,53,Yes,2,Fiber optic,1,2,1,1,2,2,0,Yes,Electronic check,101.9,554940.0,1,0,0,1,0,0,1,0,0,1
Male,0,Yes,Yes,2,Yes,1,DSL,2,2,1,2,1,1,2,No,Mailed check,59.5,13050.0,0,0,1,0,0,1,1,0,1,3
Female,0,Yes,Yes,29,Yes,1,Fiber optic,1,1,1,1,2,2,0,Yes,Credit card,87.8,262175.0,0,0,0,1,0,0,0,0,0,0
Female,0,No,No,47,No,0,DSL,2,1,2,2,1,1,2,No,Mailed check,41.9,187525.0,0,0,0,0,0,1,0,1,1,3
Female,0,Yes,Yes,68,Yes,2,Fiber optic,1,1,1,1,2,1,1,Yes,Electronic check,83.0,568580.0,1,0,0,0,0,0,0,0,0,0
Male,0,No,Yes,12,Yes,1,DSL,2,1,1,1,2,2,0,Yes,Mailed check,69.85,83750.0,0,0,0,1,0,1,0,0,0,1
Female,0,Yes,Yes,8,Yes,1,DSL,1,2,1,2,1,1,0,No,Bank transfer,56.3,40150.0,0,0,0,0,0,0,1,0,1,2
Male,0,Yes,No,54,Yes,2,Fiber optic,2,2,2,1,2,2,0,No,Electronic check,109.55,611895.0,0,0,1,1,1,1,1,1,0,3
Male,0,Yes,Yes,69,Yes,1,Fiber optic,1,2,1,2,2,1,2,Yes,Mailed check,92.15,648090.0,0,0,0,0,0,0,1,0,1,2
Female,0,No,No,26,Yes,2,DSL,2,2,1,1,2,1,0,Yes,Bank transfer,69.5,180005.0,0,0,1,0,0,1,1,0,0,2
Female,0,Yes,No,72,Yes,2,Fiber optic,2,2,2,2,1,1,2,Yes,Bank transfer,97.0,710420.0,0,0,1,0,0,1,1,1,1,4
Female,0,No,No,70,No,0,DSL,2,1,2,2,2,2,2,Yes,Bank transfer,58.35,421425.0,0,0,0,1,0,1,0,1,1,3
Male,0,No,Yes,1,Yes,1,DSL,2,1,1,1,1,1,0,No,Mailed check,50.6,5060.0,1,0,0,0,0,1,0,0,0,1
Male,0,No,No,10,Yes,1,Fiber optic,1,1,1,1,2,2,0,Yes,Electronic check,89.5,86310.0,1,0,0,1,0,0,0,0,0,0
Female,0,Yes,Yes,28,Yes,1,Fiber optic,1,1,1,1,1,1,1,Yes,Bank transfer,70.4,199220.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,1,Yes,1,Fiber optic,1,1,1,1,1,1,0,Yes,Electronic check,69.8,6980.0,1,0,0,0,0,0,0,0,0,0
Female,0,Yes,No,21,Yes,2,Fiber optic,1,1,1,1,2,2,0,Yes,Electronic check,94.3,194835.0,0,0,0,1,0,0,0,0,0,0
Male,1,Yes,No,51,Yes,2,Fiber optic,2,1,2,1,2,1,0,Yes,Bank transfer,93.8,475095.0,1,0,0,0,0,1,0,1,0,2
Female,0,Yes,Yes,53,Yes,1,No,0,0,0,0,0,0,1,No,Bank transfer,19.55,100790.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,Yes,53,Yes,1,Fiber optic,2,2,2,1,1,2,1,No,Electronic check,95.95,503690.0,0,0,1,0,0,1,1,1,0,3
Male,0,Yes,No,24,Yes,2,Fiber optic,1,1,2,1,2,2,0,Yes,Electronic check,101.05,239180.0,1,0,0,1,0,0,0,1,0,1
Female,0,Yes,No,70,Yes,2,DSL,2,2,2,2,2,2,2,Yes,Credit card,94.8,685905.0,0,0,1,1,1,1,1,1,1,4
Male,0,No,No,61,Yes,2,Fiber optic,2,2,2,1,2,2,1,Yes,Electronic check,107.75,652190.0,0,0,1,1,1,1,1,1,0,3
Female,0,No,No,11,Yes,1,DSL,2,1,1,2,1,1,1,Yes,Mailed check,54.6,61785.0,0,0,0,0,0,1,0,0,1,2
Male,0,No,No,2,Yes,1,Fiber optic,1,1,1,1,1,1,0,Yes,Credit card,71.3,15775.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,25,Yes,1,No,0,0,0,0,0,0,1,Yes,Bank transfer,19.5,51630.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,41,Yes,2,DSL,1,2,1,1,1,1,1,Yes,Credit card,56.3,236400.0,0,0,0,0,0,0,1,0,0,1
Male,0,Yes,No,18,Yes,2,Fiber optic,1,1,1,1,2,2,0,Yes,Electronic check,94.7,168795.0,1,0,0,1,0,0,0,0,0,0
Male,1,Yes,No,72,Yes,2,Fiber optic,1,2,2,1,2,2,2,Yes,Bank transfer,104.15,768995.0,1,0,0,1,0,0,1,1,0,2
Female,0,Yes,Yes,71,Yes,2,DSL,2,2,2,2,2,2,2,Yes,Credit card,90.55,623905.0,0,0,1,1,1,1,1,1,1,4
Female,0,Yes,Yes,34,Yes,1,DSL,2,2,2,1,1,1,1,Yes,Mailed check,60.8,204205.0,0,0,1,0,0,1,1,1,0,3
Male,0,No,No,29,Yes,1,Fiber optic,1,1,2,2,2,2,0,Yes,Credit card,98.8,280710.0,0,0,0,1,0,0,0,1,1,2
Male,1,Yes,No,40,Yes,1,Fiber optic,2,2,2,2,2,1,1,Yes,Credit card,98.15,411680.0,0,0,1,0,0,1,1,1,1,4
Male,0,Yes,No,36,No,0,DSL,2,1,2,1,1,1,1,No,Mailed check,35.35,131795.0,0,0,0,0,0,1,0,1,0,2
Female,0,Yes,No,46,Yes,2,Fiber optic,1,2,1,2,2,2,1,Yes,Electronic check,103.15,459465.0,0,0,0,1,0,0,1,0,1,2
Female,0,No,No,58,Yes,2,Fiber optic,2,2,2,1,2,2,1,Yes,Electronic check,107.75,633275.0,0,0,1,1,1,1,1,1,0,3
Male,0,No,No,39,Yes,2,Fiber optic,1,2,1,1,1,1,1,No,Credit card,81.4,321375.0,0,0,0,0,0,0,1,0,0,1
Male,0,Yes,Yes,4,Yes,1,DSL,1,1,1,2,1,2,0,No,Credit card,61.45,22955.0,1,0,0,0,0,0,0,0,1,1
Female,0,Yes,Yes,52,Yes,2,Fiber optic,1,2,2,1,2,1,1,Yes,Credit card,95.7,497615.0,0,0,0,0,0,0,1,1,0,2
Male,1,Yes,No,70,Yes,2,Fiber optic,1,2,2,1,2,2,1,Yes,Electronic check,104.8,730895.0,0,0,0,1,0,0,1,1,0,2
Male,1,Yes,No,65,Yes,1,Fiber optic,1,1,1,1,1,1,1,Yes,Bank transfer,70.95,455520.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,1,Yes,1,DSL,1,1,1,1,1,1,0,Yes,Mailed check,44.95,4495.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,No,70,Yes,2,Fiber optic,1,1,2,1,2,2,1,Yes,Electronic check,97.65,698250.0,0,0,0,1,0,0,0,1,0,1
Female,1,Yes,Yes,29,No,0,DSL,1,2,2,1,1,1,0,Yes,Mailed check,35.65,102515.0,0,0,0,0,0,0,1,1,0,2
Male,0,No,No,1,Yes,1,Fiber optic,1,1,1,1,2,2,0,Yes,Electronic check,90.55,9055.0,1,0,0,1,0,0,0,0,0,0
Female,0,No,No,67,Yes,2,DSL,2,1,2,2,2,2,2,Yes,Mailed check,85.25,571420.0,0,0,0,1,0,1,0,1,1,3
Female,0,No,No,1,Yes,1,No,0,0,0,0,0,0,0,Yes,Mailed check,19.5,1950.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,26,Yes,1,Fiber optic,1,1,1,1,2,2,0,Yes,Bank transfer,88.8,227435.0,1,0,0,1,0,0,0,0,0,0
Female,0,Yes,Yes,30,Yes,2,No,0,0,0,0,0,0,2,Yes,Mailed check,25.1,78955.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,No,48,Yes,1,Fiber optic,1,1,2,2,2,2,0,Yes,Credit card,100.05,483400.0,0,0,0,1,0,0,0,1,1,2
Female,0,Yes,Yes,55,Yes,1,DSL,2,2,1,1,1,1,0,No,Electronic check,55.7,313180.0,0,0,1,0,0,1,1,0,0,2
Male,0,No,No,7,Yes,2,Fiber optic,1,1,1,1,1,2,0,Yes,Mailed check,85.2,60255.0,1,0,0,0,0,0,0,0,0,0
Male,0,No,No,37,Yes,2,Fiber optic,2,1,1,1,2,1,0,Yes,Electronic check,91.15,336925.0,0,0,0,0,0,1,0,0,0,1
Female,0,Yes,No,31,Yes,1,Fiber optic,1,2,1,1,1,2,0,Yes,Bank transfer,83.85,267415.0,0,0,0,0,0,0,1,0,0,1
Male,0,No,No,4,Yes,1,DSL,1,1,1,1,1,1,0,Yes,Electronic check,45.9,19975.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,Yes,72,Yes,2,No,0,0,0,0,0,0,2,Yes,Credit card,25.1,179080.0,0,0,0,0,0,0,0,0,0,0
Male,1,No,No,5,Yes,1,Fiber optic,1,1,1,1,2,2,0,Yes,Electronic check,91.4,44975.0,1,0,0,1,0,0,0,0,0,0
Male,0,Yes,Yes,1,Yes,1,No,0,0,0,0,0,0,0,No,Mailed check,19.7,1970.0,0,0,0,0,0,0,0,0,0,0
Female,1,No,No,15,Yes,1,Fiber optic,1,1,1,1,2,2,0,Yes,Electronic check,91.5,140030.0,0,0,0,1,0,0,0,0,0,0
Male,0,Yes,Yes,8,Yes,1,DSL,2,1,1,1,1,1,0,Yes,Credit card,51.3,41160.0,0,0,0,0,0,1,0,0,0,1
Female,0,No,No,35,Yes,1,No,0,0,0,0,0,0,1,No,Mailed check,21.1,74100.0,0,0,0,0,0,0,0,0,0,0
Female,1,No,No,56,Yes,2,Fiber optic,1,2,2,1,2,2,0,No,Electronic check,104.75,584135.0,0,0,0,1,0,0,1,1,0,2
Male,0,Yes,No,42,Yes,2,Fiber optic,1,1,2,2,2,2,0,Yes,Bank transfer,106.15,451270.0,1,0,0,1,0,0,0,1,1,2
Male,1,Yes,Yes,65,Yes,2,Fiber optic,2,2,1,1,1,1,0,Yes,Electronic check,85.75,568845.0,0,0,1,0,0,1,1,0,0,2
Female,0,Yes,Yes,2,Yes,1,No,0,0,0,0,0,0,1,No,Mailed check,20.3,3190.0,0,0,0,0,0,0,0,0,0,0
Male,1,Yes,No,65,Yes,2,Fiber optic,2,1,1,1,2,2,1,Yes,Electronic check,100.75,667465.0,0,0,0,1,0,1,0,0,0,1
Female,0,No,No,18,Yes,2,Fiber optic,1,1,1,1,1,1,0,Yes,Electronic check,74.15,134575.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,23,Yes,2,DSL,2,1,2,1,2,2,1,Yes,Electronic check,78.55,184305.0,0,0,0,1,0,1,0,1,0,2
Female,0,No,No,4,Yes,1,DSL,1,1,1,1,1,1,0,Yes,Mailed check,45.3,19695.0,1,0,0,0,0,0,0,0,0,0
Male,0,Yes,No,70,Yes,1,No,0,0,0,0,0,0,2,No,Credit card,19.85,143380.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,4,Yes,2,DSL,1,1,1,1,1,1,0,No,Electronic check,50.7,21455.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,19,Yes,1,DSL,1,1,1,1,1,1,0,Yes,Bank transfer,45.0,86585.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,18,Yes,1,Fiber optic,1,2,2,1,1,1,0,No,Electronic check,77.8,135860.0,0,0,0,0,0,0,1,1,0,2
Female,1,Yes,No,38,Yes,1,Fiber optic,2,1,1,1,1,2,0,Yes,Electronic check,83.45,314715.0,0,0,0,0,0,1,0,0,0,1
Male,0,No,No,2,Yes,2,Fiber optic,1,1,1,1,1,1,0,Yes,Credit card,73.25,13105.0,1,0,0,0,0,0,0,0,0,0
Male,0,No,No,47,Yes,2,Fiber optic,2,2,1,1,2,1,1,No,Bank transfer,94.8,453585.0,0,0,1,0,0,1,1,0,0,2
Female,0,Yes,Yes,52,Yes,1,No,0,0,0,0,0,0,2,No,Bank transfer,20.1,107875.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,9,Yes,2,DSL,1,1,1,1,1,2,0,No,Mailed check,59.9,54240.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,No,26,Yes,2,DSL,2,2,2,2,2,2,1,Yes,Credit card,90.1,231255.0,0,0,1,1,1,1,1,1,1,4
Male,0,Yes,Yes,8,Yes,1,DSL,1,1,2,1,1,1,0,Yes,Electronic check,51.05,41505.0,1,0,0,0,0,0,0,1,0,1
Male,0,Yes,No,44,Yes,1,DSL,1,2,2,2,2,1,1,Yes,Electronic check,70.95,325045.0,0,0,0,0,0,0,1,1,1,3
Female,0,No,No,3,No,0,DSL,1,2,1,1,1,1,0,No,Mailed check,29.2,9850.0,0,0,0,0,0,0,1,0,0,1
Male,0,No,No,2,Yes,1,DSL,1,1,1,1,1,1,0,Yes,Bank transfer,46.6,8790.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,Yes,9,Yes,2,Fiber optic,1,1,1,1,2,1,0,Yes,Bank transfer,85.35,75465.0,1,0,0,0,0,0,0,0,0,0
Male,1,No,No,1,Yes,2,Fiber optic,1,1,1,1,1,1,0,Yes,Electronic check,75.35,7535.0,1,0,0,0,0,0,0,0,0,0
Male,0,No,No,25,Yes,1,Fiber optic,2,1,1,1,1,1,0,No,Bank transfer,74.3,195225.0,0,0,0,0,0,1,0,0,0,1
